date,goal,category,completed,week_label,sheet
2023-02-27,7 hours sleep,daily,0,Week 1,March2023
2023-02-28,7 hours sleep,daily,1,Week 1,March2023
2023-03-01,7 hours sleep,daily,1,Week 1,March2023
2023-03-02,7 hours sleep,daily,0,Week 1,March2023
2023-03-03,7 hours sleep,daily,1,Week 1,March2023
2023-03-04,7 hours sleep,daily,0,Week 1,March2023
2023-03-05,7 hours sleep,daily,1,Week 1,March2023
2023-03-06,7 hours sleep,daily,1,Week 2,March2023
2023-03-07,7 hours sleep,daily,0,Week 2,March2023
2023-03-08,7 hours sleep,daily,1,Week 2,March2023
2023-03-09,7 hours sleep,daily,1,Week 2,March2023
2023-03-10,7 hours sleep,daily,1,Week 2,March2023
2023-03-11,7 hours sleep,daily,1,Week 2,March2023
2023-03-12,7 hours sleep,daily,1,Week 2,March2023
2023-02-27,Clean (~20 min),daily,1,Week 1,March2023
2023-02-28,Clean (~20 min),daily,1,Week 1,March2023
2023-03-01,Clean (~20 min),daily,1,Week 1,March2023
2023-03-02,Clean (~20 min),daily,0,Week 1,March2023
2023-03-03,Clean (~20 min),daily,1,Week 1,March2023
2023-03-04,Clean (~20 min),daily,0,Week 1,March2023
2023-03-05,Clean (~20 min),daily,1,Week 1,March2023
2023-03-06,Clean (~20 min),daily,1,Week 2,March2023
2023-03-07,Clean (~20 min),daily,0,Week 2,March2023
2023-03-08,Clean (~20 min),daily,0,Week 2,March2023
2023-03-09,Clean (~20 min),daily,1,Week 2,March2023
2023-03-10,Clean (~20 min),daily,1,Week 2,March2023
2023-03-11,Clean (~20 min),daily,1,Week 2,March2023
2023-03-12,Clean (~20 min),daily,1,Week 2,March2023
2023-02-27,Read (~20 min),daily,1,Week 1,March2023
2023-02-28,Read (~20 min),daily,1,Week 1,March2023
2023-03-01,Read (~20 min),daily,1,Week 1,March2023
2023-03-02,Read (~20 min),daily,1,Week 1,March2023
2023-03-03,Read (~20 min),daily,1,Week 1,March2023
2023-03-04,Read (~20 min),daily,0,Week 1,March2023
2023-03-05,Read (~20 min),daily,0,Week 1,March2023
2023-03-06,Read (~20 min),daily,0,Week 2,March2023
2023-03-07,Read (~20 min),daily,1,Week 2,March2023
2023-03-08,Read (~20 min),daily,0,Week 2,March2023
2023-03-09,Read (~20 min),daily,0,Week 2,March2023
2023-03-10,Read (~20 min),daily,1,Week 2,March2023
2023-03-11,Read (~20 min),daily,0,Week 2,March2023
2023-03-12,Read (~20 min),daily,0,Week 2,March2023
2023-02-27,Vitamins,daily,1,Week 1,March2023
2023-02-28,Vitamins,daily,1,Week 1,March2023
2023-03-01,Vitamins,daily,1,Week 1,March2023
2023-03-02,Vitamins,daily,1,Week 1,March2023
2023-03-03,Vitamins,daily,0,Week 1,March2023
2023-03-04,Vitamins,daily,0,Week 1,March2023
2023-03-05,Vitamins,daily,0,Week 1,March2023
2023-03-06,Vitamins,daily,1,Week 2,March2023
2023-03-07,Vitamins,daily,1,Week 2,March2023
2023-03-08,Vitamins,daily,1,Week 2,March2023
2023-03-09,Vitamins,daily,1,Week 2,March2023
2023-03-10,Vitamins,daily,1,Week 2,March2023
2023-03-11,Vitamins,daily,1,Week 2,March2023
2023-03-12,Vitamins,daily,1,Week 2,March2023
2023-02-27,Duolingo,daily,1,Week 1,March2023
2023-02-28,Duolingo,daily,1,Week 1,March2023
2023-03-01,Duolingo,daily,1,Week 1,March2023
2023-03-02,Duolingo,daily,1,Week 1,March2023
2023-03-03,Duolingo,daily,1,Week 1,March2023
2023-03-04,Duolingo,daily,1,Week 1,March2023
2023-03-05,Duolingo,daily,1,Week 1,March2023
2023-03-06,Duolingo,daily,1,Week 2,March2023
2023-03-07,Duolingo,daily,1,Week 2,March2023
2023-03-08,Duolingo,daily,1,Week 2,March2023
2023-03-09,Duolingo,daily,1,Week 2,March2023
2023-03-10,Duolingo,daily,1,Week 2,March2023
2023-03-11,Duolingo,daily,1,Week 2,March2023
2023-03-12,Duolingo,daily,1,Week 2,March2023
2023-03-13,Exercise,daily,0,Week 3,March2023
2023-03-14,Exercise,daily,0,Week 3,March2023
2023-03-15,Exercise,daily,0,Week 3,March2023
2023-03-16,Exercise,daily,0,Week 3,March2023
2023-03-17,Exercise,daily,0,Week 3,March2023
2023-03-18,Exercise,daily,0,Week 3,March2023
2023-03-19,Exercise,daily,0,Week 3,March2023
2023-03-20,Exercise,daily,0,Week 4,March2023
2023-03-21,Exercise,daily,0,Week 4,March2023
2023-03-22,Exercise,daily,0,Week 4,March2023
2023-03-23,Exercise,daily,0,Week 4,March2023
2023-03-24,Exercise,daily,0,Week 4,March2023
2023-03-25,Exercise,daily,0,Week 4,March2023
2023-03-26,Exercise,daily,0,Week 4,March2023
2023-03-13,Stretch/Yoga (>20min),daily,0,Week 3,March2023
2023-03-14,Stretch/Yoga (>20min),daily,0,Week 3,March2023
2023-03-15,Stretch/Yoga (>20min),daily,0,Week 3,March2023
2023-03-16,Stretch/Yoga (>20min),daily,0,Week 3,March2023
2023-03-17,Stretch/Yoga (>20min),daily,0,Week 3,March2023
2023-03-18,Stretch/Yoga (>20min),daily,0,Week 3,March2023
2023-03-19,Stretch/Yoga (>20min),daily,0,Week 3,March2023
2023-03-20,Stretch/Yoga (>20min),daily,0,Week 4,March2023
2023-03-21,Stretch/Yoga (>20min),daily,0,Week 4,March2023
2023-03-22,Stretch/Yoga (>20min),daily,0,Week 4,March2023
2023-03-23,Stretch/Yoga (>20min),daily,0,Week 4,March2023
2023-03-24,Stretch/Yoga (>20min),daily,0,Week 4,March2023
2023-03-25,Stretch/Yoga (>20min),daily,0,Week 4,March2023
2023-03-26,Stretch/Yoga (>20min),daily,0,Week 4,March2023
2023-03-13,Social Media (<limit),daily,1,Week 3,March2023
2023-03-14,Social Media (<limit),daily,1,Week 3,March2023
2023-03-15,Social Media (<limit),daily,1,Week 3,March2023
2023-03-16,Social Media (<limit),daily,1,Week 3,March2023
2023-03-17,Social Media (<limit),daily,1,Week 3,March2023
2023-03-18,Social Media (<limit),daily,1,Week 3,March2023
2023-03-19,Social Media (<limit),daily,1,Week 3,March2023
2023-03-20,Social Media (<limit),daily,1,Week 4,March2023
2023-03-21,Social Media (<limit),daily,1,Week 4,March2023
2023-03-22,Social Media (<limit),daily,1,Week 4,March2023
2023-03-23,Social Media (<limit),daily,1,Week 4,March2023
2023-03-24,Social Media (<limit),daily,1,Week 4,March2023
2023-03-25,Social Media (<limit),daily,1,Week 4,March2023
2023-03-26,Social Media (<limit),daily,1,Week 4,March2023
2023-03-13,Eat in,daily,1,Week 3,March2023
2023-03-14,Eat in,daily,1,Week 3,March2023
2023-03-15,Eat in,daily,0,Week 3,March2023
2023-03-16,Eat in,daily,1,Week 3,March2023
2023-03-17,Eat in,daily,0,Week 3,March2023
2023-03-18,Eat in,daily,0,Week 3,March2023
2023-03-19,Eat in,daily,1,Week 3,March2023
2023-03-20,Eat in,daily,1,Week 4,March2023
2023-03-21,Eat in,daily,0,Week 4,March2023
2023-03-22,Eat in,daily,0,Week 4,March2023
2023-03-23,Eat in,daily,0,Week 4,March2023
2023-03-24,Eat in,daily,0,Week 4,March2023
2023-03-25,Eat in,daily,0,Week 4,March2023
2023-03-26,Eat in,daily,0,Week 4,March2023
2023-03-13,Review Budget/Goals,daily,1,Week 3,March2023
2023-03-14,Review Budget/Goals,daily,1,Week 3,March2023
2023-03-15,Review Budget/Goals,daily,1,Week 3,March2023
2023-03-16,Review Budget/Goals,daily,1,Week 3,March2023
2023-03-17,Review Budget/Goals,daily,1,Week 3,March2023
2023-03-18,Review Budget/Goals,daily,1,Week 3,March2023
2023-03-19,Review Budget/Goals,daily,1,Week 3,March2023
2023-03-20,Review Budget/Goals,daily,1,Week 4,March2023
2023-03-21,Review Budget/Goals,daily,1,Week 4,March2023
2023-03-22,Review Budget/Goals,daily,0,Week 4,March2023
2023-03-23,Review Budget/Goals,daily,0,Week 4,March2023
2023-03-24,Review Budget/Goals,daily,0,Week 4,March2023
2023-03-25,Review Budget/Goals,daily,0,Week 4,March2023
2023-03-26,Review Budget/Goals,daily,0,Week 4,March2023
2023-03-13,(2x)Brush+(1x)Floss,daily,1,Week 3,March2023
2023-03-14,(2x)Brush+(1x)Floss,daily,1,Week 3,March2023
2023-03-15,(2x)Brush+(1x)Floss,daily,1,Week 3,March2023
2023-03-16,(2x)Brush+(1x)Floss,daily,0,Week 3,March2023
2023-03-17,(2x)Brush+(1x)Floss,daily,0,Week 3,March2023
2023-03-18,(2x)Brush+(1x)Floss,daily,0,Week 3,March2023
2023-03-19,(2x)Brush+(1x)Floss,daily,1,Week 3,March2023
2023-03-20,(2x)Brush+(1x)Floss,daily,1,Week 4,March2023
2023-03-21,(2x)Brush+(1x)Floss,daily,0,Week 4,March2023
2023-03-22,(2x)Brush+(1x)Floss,daily,1,Week 4,March2023
2023-03-23,(2x)Brush+(1x)Floss,daily,1,Week 4,March2023
2023-03-24,(2x)Brush+(1x)Floss,daily,1,Week 4,March2023
2023-03-25,(2x)Brush+(1x)Floss,daily,0,Week 4,March2023
2023-03-26,(2x)Brush+(1x)Floss,daily,0,Week 4,March2023
2023-03-13,Water (3L),daily,0,Week 3,March2023
2023-03-14,Water (3L),daily,0,Week 3,March2023
2023-03-15,Water (3L),daily,1,Week 3,March2023
2023-03-16,Water (3L),daily,0,Week 3,March2023
2023-03-17,Water (3L),daily,1,Week 3,March2023
2023-03-18,Water (3L),daily,0,Week 3,March2023
2023-03-19,Water (3L),daily,1,Week 3,March2023
2023-03-20,Water (3L),daily,1,Week 4,March2023
2023-03-21,Water (3L),daily,0,Week 4,March2023
2023-03-22,Water (3L),daily,0,Week 4,March2023
2023-03-23,Water (3L),daily,0,Week 4,March2023
2023-03-24,Water (3L),daily,0,Week 4,March2023
2023-03-25,Water (3L),daily,0,Week 4,March2023
2023-03-26,Water (3L),daily,0,Week 4,March2023
2023-03-13,7 hours sleep,daily,1,Week 3,March2023
2023-03-14,7 hours sleep,daily,1,Week 3,March2023
2023-03-15,7 hours sleep,daily,1,Week 3,March2023
2023-03-16,7 hours sleep,daily,1,Week 3,March2023
2023-03-17,7 hours sleep,daily,1,Week 3,March2023
2023-03-18,7 hours sleep,daily,0,Week 3,March2023
2023-03-19,7 hours sleep,daily,1,Week 3,March2023
2023-03-20,7 hours sleep,daily,1,Week 4,March2023
2023-03-21,7 hours sleep,daily,1,Week 4,March2023
2023-03-22,7 hours sleep,daily,1,Week 4,March2023
2023-03-23,7 hours sleep,daily,0,Week 4,March2023
2023-03-24,7 hours sleep,daily,1,Week 4,March2023
2023-03-25,7 hours sleep,daily,1,Week 4,March2023
2023-03-26,7 hours sleep,daily,0,Week 4,March2023
2023-03-13,Clean (~20 min),daily,1,Week 3,March2023
2023-03-14,Clean (~20 min),daily,1,Week 3,March2023
2023-03-15,Clean (~20 min),daily,1,Week 3,March2023
2023-03-16,Clean (~20 min),daily,0,Week 3,March2023
2023-03-17,Clean (~20 min),daily,0,Week 3,March2023
2023-03-18,Clean (~20 min),daily,1,Week 3,March2023
2023-03-19,Clean (~20 min),daily,1,Week 3,March2023
2023-03-20,Clean (~20 min),daily,1,Week 4,March2023
2023-03-21,Clean (~20 min),daily,0,Week 4,March2023
2023-03-22,Clean (~20 min),daily,0,Week 4,March2023
2023-03-23,Clean (~20 min),daily,0,Week 4,March2023
2023-03-24,Clean (~20 min),daily,0,Week 4,March2023
2023-03-25,Clean (~20 min),daily,0,Week 4,March2023
2023-03-26,Clean (~20 min),daily,0,Week 4,March2023
2023-03-13,Read (~20 min),daily,1,Week 3,March2023
2023-03-14,Read (~20 min),daily,1,Week 3,March2023
2023-03-15,Read (~20 min),daily,1,Week 3,March2023
2023-03-16,Read (~20 min),daily,1,Week 3,March2023
2023-03-17,Read (~20 min),daily,1,Week 3,March2023
2023-03-18,Read (~20 min),daily,0,Week 3,March2023
2023-03-19,Read (~20 min),daily,0,Week 3,March2023
2023-03-20,Read (~20 min),daily,1,Week 4,March2023
2023-03-21,Read (~20 min),daily,1,Week 4,March2023
2023-03-22,Read (~20 min),daily,0,Week 4,March2023
2023-03-23,Read (~20 min),daily,0,Week 4,March2023
2023-03-24,Read (~20 min),daily,0,Week 4,March2023
2023-03-25,Read (~20 min),daily,0,Week 4,March2023
2023-03-26,Read (~20 min),daily,0,Week 4,March2023
2023-03-13,Vitamins,daily,0,Week 3,March2023
2023-03-14,Vitamins,daily,1,Week 3,March2023
2023-03-15,Vitamins,daily,1,Week 3,March2023
2023-03-16,Vitamins,daily,0,Week 3,March2023
2023-03-17,Vitamins,daily,0,Week 3,March2023
2023-03-18,Vitamins,daily,0,Week 3,March2023
2023-03-19,Vitamins,daily,1,Week 3,March2023
2023-03-20,Vitamins,daily,1,Week 4,March2023
2023-03-21,Vitamins,daily,0,Week 4,March2023
2023-03-22,Vitamins,daily,1,Week 4,March2023
2023-03-23,Vitamins,daily,1,Week 4,March2023
2023-03-24,Vitamins,daily,0,Week 4,March2023
2023-03-25,Vitamins,daily,0,Week 4,March2023
2023-03-26,Vitamins,daily,0,Week 4,March2023
2023-03-13,Duolingo,daily,1,Week 3,March2023
2023-03-14,Duolingo,daily,1,Week 3,March2023
2023-03-15,Duolingo,daily,1,Week 3,March2023
2023-03-16,Duolingo,daily,0,Week 3,March2023
2023-03-17,Duolingo,daily,1,Week 3,March2023
2023-03-18,Duolingo,daily,0,Week 3,March2023
2023-03-19,Duolingo,daily,0,Week 3,March2023
2023-03-20,Duolingo,daily,1,Week 4,March2023
2023-03-21,Duolingo,daily,0,Week 4,March2023
2023-03-22,Duolingo,daily,1,Week 4,March2023
2023-03-23,Duolingo,daily,1,Week 4,March2023
2023-03-24,Duolingo,daily,0,Week 4,March2023
2023-03-25,Duolingo,daily,1,Week 4,March2023
2023-03-26,Duolingo,daily,1,Week 4,March2023
2023-03-13,Cleaning,weekly,1,Week 3,March2023
2023-03-20,Cleaning,weekly,0,Week 4,March2023
2023-03-13,Grocery Shop,weekly,1,Week 3,March2023
2023-03-20,Grocery Shop,weekly,0,Week 4,March2023
2023-03-13,Meal Prep,weekly,0,Week 3,March2023
2023-03-20,Meal Prep,weekly,0,Week 4,March2023
2023-03-13,Website work (~2h),weekly,0,Week 3,March2023
2023-03-20,Website work (~2h),weekly,0,Week 4,March2023
2023-03-13,Recycling,weekly,1,Week 3,March2023
2023-03-20,Recycling,weekly,0,Week 4,March2023
2023-03-13,Trash,weekly,1,Week 3,March2023
2023-03-20,Trash,weekly,0,Week 4,March2023
2023-03-13,Shave/Trim,weekly,1,Week 3,March2023
2023-03-20,Shave/Trim,weekly,1,Week 4,March2023
2023-03-13,Water Plants,weekly,0,Week 3,March2023
2023-03-20,Water Plants,weekly,0,Week 4,March2023
2023-03-13,Weekend Exercise,weekly,0,Week 3,March2023
2023-03-20,Weekend Exercise,weekly,0,Week 4,March2023
2023-03-01,Wash Sheets,monthly,0,,March2023
2023-03-01,Haircut,monthly,0,,March2023
2023-03-01,Savings Deposit,monthly,1,,March2023
2023-03-01,Loan Payment,monthly,0,,March2023
2023-03-01,Wash mats,monthly,1,,March2023
2023-03-27,Exercise,daily,0,Week 1,April2023
2023-03-28,Exercise,daily,0,Week 1,April2023
2023-03-29,Exercise,daily,0,Week 1,April2023
2023-03-30,Exercise,daily,1,Week 1,April2023
2023-03-31,Exercise,daily,0,Week 1,April2023
2023-04-01,Exercise,daily,0,Week 1,April2023
2023-04-02,Exercise,daily,0,Week 1,April2023
2023-04-03,Exercise,daily,1,Week 2,April2023
2023-04-04,Exercise,daily,1,Week 2,April2023
2023-04-05,Exercise,daily,1,Week 2,April2023
2023-04-06,Exercise,daily,1,Week 2,April2023
2023-04-07,Exercise,daily,0,Week 2,April2023
2023-04-08,Exercise,daily,0,Week 2,April2023
2023-04-09,Exercise,daily,0,Week 2,April2023
2023-03-27,Stretch/Yoga (>20min),daily,0,Week 1,April2023
2023-03-28,Stretch/Yoga (>20min),daily,0,Week 1,April2023
2023-03-29,Stretch/Yoga (>20min),daily,0,Week 1,April2023
2023-03-30,Stretch/Yoga (>20min),daily,0,Week 1,April2023
2023-03-31,Stretch/Yoga (>20min),daily,0,Week 1,April2023
2023-04-01,Stretch/Yoga (>20min),daily,0,Week 1,April2023
2023-04-02,Stretch/Yoga (>20min),daily,0,Week 1,April2023
2023-04-03,Stretch/Yoga (>20min),daily,0,Week 2,April2023
2023-04-04,Stretch/Yoga (>20min),daily,0,Week 2,April2023
2023-04-05,Stretch/Yoga (>20min),daily,0,Week 2,April2023
2023-04-06,Stretch/Yoga (>20min),daily,0,Week 2,April2023
2023-04-07,Stretch/Yoga (>20min),daily,0,Week 2,April2023
2023-04-08,Stretch/Yoga (>20min),daily,0,Week 2,April2023
2023-04-09,Stretch/Yoga (>20min),daily,0,Week 2,April2023
2023-03-27,Social Media (<limit),daily,1,Week 1,April2023
2023-03-28,Social Media (<limit),daily,1,Week 1,April2023
2023-03-29,Social Media (<limit),daily,1,Week 1,April2023
2023-03-30,Social Media (<limit),daily,1,Week 1,April2023
2023-03-31,Social Media (<limit),daily,1,Week 1,April2023
2023-04-01,Social Media (<limit),daily,1,Week 1,April2023
2023-04-02,Social Media (<limit),daily,1,Week 1,April2023
2023-04-03,Social Media (<limit),daily,1,Week 2,April2023
2023-04-04,Social Media (<limit),daily,0,Week 2,April2023
2023-04-05,Social Media (<limit),daily,1,Week 2,April2023
2023-04-06,Social Media (<limit),daily,0,Week 2,April2023
2023-04-07,Social Media (<limit),daily,1,Week 2,April2023
2023-04-08,Social Media (<limit),daily,0,Week 2,April2023
2023-04-09,Social Media (<limit),daily,1,Week 2,April2023
2023-03-27,Eat in,daily,0,Week 1,April2023
2023-03-28,Eat in,daily,1,Week 1,April2023
2023-03-29,Eat in,daily,1,Week 1,April2023
2023-03-30,Eat in,daily,1,Week 1,April2023
2023-03-31,Eat in,daily,1,Week 1,April2023
2023-04-01,Eat in,daily,1,Week 1,April2023
2023-04-02,Eat in,daily,1,Week 1,April2023
2023-04-03,Eat in,daily,1,Week 2,April2023
2023-04-04,Eat in,daily,0,Week 2,April2023
2023-04-05,Eat in,daily,1,Week 2,April2023
2023-04-06,Eat in,daily,1,Week 2,April2023
2023-04-07,Eat in,daily,1,Week 2,April2023
2023-04-08,Eat in,daily,0,Week 2,April2023
2023-04-09,Eat in,daily,1,Week 2,April2023
2023-03-27,Review Budget/Goals,daily,0,Week 1,April2023
2023-03-28,Review Budget/Goals,daily,1,Week 1,April2023
2023-03-29,Review Budget/Goals,daily,1,Week 1,April2023
2023-03-30,Review Budget/Goals,daily,1,Week 1,April2023
2023-03-31,Review Budget/Goals,daily,1,Week 1,April2023
2023-04-01,Review Budget/Goals,daily,1,Week 1,April2023
2023-04-02,Review Budget/Goals,daily,1,Week 1,April2023
2023-04-03,Review Budget/Goals,daily,1,Week 2,April2023
2023-04-04,Review Budget/Goals,daily,1,Week 2,April2023
2023-04-05,Review Budget/Goals,daily,1,Week 2,April2023
2023-04-06,Review Budget/Goals,daily,0,Week 2,April2023
2023-04-07,Review Budget/Goals,daily,1,Week 2,April2023
2023-04-08,Review Budget/Goals,daily,1,Week 2,April2023
2023-04-09,Review Budget/Goals,daily,0,Week 2,April2023
2023-03-27,(2x)Brush+(1x)Floss,daily,0,Week 1,April2023
2023-03-28,(2x)Brush+(1x)Floss,daily,1,Week 1,April2023
2023-03-29,(2x)Brush+(1x)Floss,daily,0,Week 1,April2023
2023-03-30,(2x)Brush+(1x)Floss,daily,1,Week 1,April2023
2023-03-31,(2x)Brush+(1x)Floss,daily,1,Week 1,April2023
2023-04-01,(2x)Brush+(1x)Floss,daily,0,Week 1,April2023
2023-04-02,(2x)Brush+(1x)Floss,daily,0,Week 1,April2023
2023-04-03,(2x)Brush+(1x)Floss,daily,1,Week 2,April2023
2023-04-04,(2x)Brush+(1x)Floss,daily,0,Week 2,April2023
2023-04-05,(2x)Brush+(1x)Floss,daily,1,Week 2,April2023
2023-04-06,(2x)Brush+(1x)Floss,daily,0,Week 2,April2023
2023-04-07,(2x)Brush+(1x)Floss,daily,0,Week 2,April2023
2023-04-08,(2x)Brush+(1x)Floss,daily,0,Week 2,April2023
2023-04-09,(2x)Brush+(1x)Floss,daily,0,Week 2,April2023
2023-03-27,Water (3L),daily,0,Week 1,April2023
2023-03-28,Water (3L),daily,0,Week 1,April2023
2023-03-29,Water (3L),daily,1,Week 1,April2023
2023-03-30,Water (3L),daily,1,Week 1,April2023
2023-03-31,Water (3L),daily,1,Week 1,April2023
2023-04-01,Water (3L),daily,0,Week 1,April2023
2023-04-02,Water (3L),daily,0,Week 1,April2023
2023-04-03,Water (3L),daily,1,Week 2,April2023
2023-04-04,Water (3L),daily,1,Week 2,April2023
2023-04-05,Water (3L),daily,1,Week 2,April2023
2023-04-06,Water (3L),daily,1,Week 2,April2023
2023-04-07,Water (3L),daily,0,Week 2,April2023
2023-04-08,Water (3L),daily,0,Week 2,April2023
2023-04-09,Water (3L),daily,0,Week 2,April2023
2023-03-27,7 hours sleep,daily,1,Week 1,April2023
2023-03-28,7 hours sleep,daily,1,Week 1,April2023
2023-03-29,7 hours sleep,daily,1,Week 1,April2023
2023-03-30,7 hours sleep,daily,0,Week 1,April2023
2023-03-31,7 hours sleep,daily,1,Week 1,April2023
2023-04-01,7 hours sleep,daily,1,Week 1,April2023
2023-04-02,7 hours sleep,daily,1,Week 1,April2023
2023-04-03,7 hours sleep,daily,1,Week 2,April2023
2023-04-04,7 hours sleep,daily,1,Week 2,April2023
2023-04-05,7 hours sleep,daily,1,Week 2,April2023
2023-04-06,7 hours sleep,daily,1,Week 2,April2023
2023-04-07,7 hours sleep,daily,1,Week 2,April2023
2023-04-08,7 hours sleep,daily,1,Week 2,April2023
2023-04-09,7 hours sleep,daily,1,Week 2,April2023
2023-03-27,Clean (~20 min),daily,0,Week 1,April2023
2023-03-28,Clean (~20 min),daily,0,Week 1,April2023
2023-03-29,Clean (~20 min),daily,1,Week 1,April2023
2023-03-30,Clean (~20 min),daily,0,Week 1,April2023
2023-03-31,Clean (~20 min),daily,1,Week 1,April2023
2023-04-01,Clean (~20 min),daily,1,Week 1,April2023
2023-04-02,Clean (~20 min),daily,1,Week 1,April2023
2023-04-03,Clean (~20 min),daily,0,Week 2,April2023
2023-04-04,Clean (~20 min),daily,0,Week 2,April2023
2023-04-05,Clean (~20 min),daily,0,Week 2,April2023
2023-04-06,Clean (~20 min),daily,0,Week 2,April2023
2023-04-07,Clean (~20 min),daily,1,Week 2,April2023
2023-04-08,Clean (~20 min),daily,1,Week 2,April2023
2023-04-09,Clean (~20 min),daily,1,Week 2,April2023
2023-03-27,Read (~20 min),daily,0,Week 1,April2023
2023-03-28,Read (~20 min),daily,1,Week 1,April2023
2023-03-29,Read (~20 min),daily,1,Week 1,April2023
2023-03-30,Read (~20 min),daily,1,Week 1,April2023
2023-03-31,Read (~20 min),daily,1,Week 1,April2023
2023-04-01,Read (~20 min),daily,0,Week 1,April2023
2023-04-02,Read (~20 min),daily,0,Week 1,April2023
2023-04-03,Read (~20 min),daily,1,Week 2,April2023
2023-04-04,Read (~20 min),daily,1,Week 2,April2023
2023-04-05,Read (~20 min),daily,1,Week 2,April2023
2023-04-06,Read (~20 min),daily,1,Week 2,April2023
2023-04-07,Read (~20 min),daily,0,Week 2,April2023
2023-04-08,Read (~20 min),daily,0,Week 2,April2023
2023-04-09,Read (~20 min),daily,0,Week 2,April2023
2023-03-27,Vitamins,daily,0,Week 1,April2023
2023-03-28,Vitamins,daily,1,Week 1,April2023
2023-03-29,Vitamins,daily,1,Week 1,April2023
2023-03-30,Vitamins,daily,1,Week 1,April2023
2023-03-31,Vitamins,daily,0,Week 1,April2023
2023-04-01,Vitamins,daily,0,Week 1,April2023
2023-04-02,Vitamins,daily,1,Week 1,April2023
2023-04-03,Vitamins,daily,1,Week 2,April2023
2023-04-04,Vitamins,daily,0,Week 2,April2023
2023-04-05,Vitamins,daily,1,Week 2,April2023
2023-04-06,Vitamins,daily,0,Week 2,April2023
2023-04-07,Vitamins,daily,0,Week 2,April2023
2023-04-08,Vitamins,daily,0,Week 2,April2023
2023-04-09,Vitamins,daily,0,Week 2,April2023
2023-03-27,Duolingo,daily,1,Week 1,April2023
2023-03-28,Duolingo,daily,1,Week 1,April2023
2023-03-29,Duolingo,daily,1,Week 1,April2023
2023-03-30,Duolingo,daily,0,Week 1,April2023
2023-03-31,Duolingo,daily,1,Week 1,April2023
2023-04-01,Duolingo,daily,0,Week 1,April2023
2023-04-02,Duolingo,daily,0,Week 1,April2023
2023-04-03,Duolingo,daily,0,Week 2,April2023
2023-04-04,Duolingo,daily,0,Week 2,April2023
2023-04-05,Duolingo,daily,1,Week 2,April2023
2023-04-06,Duolingo,daily,0,Week 2,April2023
2023-04-07,Duolingo,daily,0,Week 2,April2023
2023-04-08,Duolingo,daily,0,Week 2,April2023
2023-04-09,Duolingo,daily,0,Week 2,April2023
2023-04-10,Exercise,daily,0,Week 3,April2023
2023-04-11,Exercise,daily,0,Week 3,April2023
2023-04-12,Exercise,daily,1,Week 3,April2023
2023-04-13,Exercise,daily,1,Week 3,April2023
2023-04-14,Exercise,daily,0,Week 3,April2023
2023-04-15,Exercise,daily,0,Week 3,April2023
2023-04-16,Exercise,daily,0,Week 3,April2023
2023-04-17,Exercise,daily,1,Week 4,April2023
2023-04-18,Exercise,daily,0,Week 4,April2023
2023-04-19,Exercise,daily,0,Week 4,April2023
2023-04-20,Exercise,daily,0,Week 4,April2023
2023-04-21,Exercise,daily,0,Week 4,April2023
2023-04-22,Exercise,daily,0,Week 4,April2023
2023-04-23,Exercise,daily,0,Week 4,April2023
2023-04-10,Stretch/Yoga (>20min),daily,0,Week 3,April2023
2023-04-11,Stretch/Yoga (>20min),daily,0,Week 3,April2023
2023-04-12,Stretch/Yoga (>20min),daily,0,Week 3,April2023
2023-04-13,Stretch/Yoga (>20min),daily,0,Week 3,April2023
2023-04-14,Stretch/Yoga (>20min),daily,0,Week 3,April2023
2023-04-15,Stretch/Yoga (>20min),daily,0,Week 3,April2023
2023-04-16,Stretch/Yoga (>20min),daily,1,Week 3,April2023
2023-04-17,Stretch/Yoga (>20min),daily,0,Week 4,April2023
2023-04-18,Stretch/Yoga (>20min),daily,0,Week 4,April2023
2023-04-19,Stretch/Yoga (>20min),daily,0,Week 4,April2023
2023-04-20,Stretch/Yoga (>20min),daily,0,Week 4,April2023
2023-04-21,Stretch/Yoga (>20min),daily,0,Week 4,April2023
2023-04-22,Stretch/Yoga (>20min),daily,0,Week 4,April2023
2023-04-23,Stretch/Yoga (>20min),daily,0,Week 4,April2023
2023-04-10,Social Media (<limit),daily,1,Week 3,April2023
2023-04-11,Social Media (<limit),daily,0,Week 3,April2023
2023-04-12,Social Media (<limit),daily,1,Week 3,April2023
2023-04-13,Social Media (<limit),daily,1,Week 3,April2023
2023-04-14,Social Media (<limit),daily,0,Week 3,April2023
2023-04-15,Social Media (<limit),daily,1,Week 3,April2023
2023-04-16,Social Media (<limit),daily,0,Week 3,April2023
2023-04-17,Social Media (<limit),daily,0,Week 4,April2023
2023-04-18,Social Media (<limit),daily,0,Week 4,April2023
2023-04-19,Social Media (<limit),daily,0,Week 4,April2023
2023-04-20,Social Media (<limit),daily,1,Week 4,April2023
2023-04-21,Social Media (<limit),daily,1,Week 4,April2023
2023-04-22,Social Media (<limit),daily,1,Week 4,April2023
2023-04-23,Social Media (<limit),daily,0,Week 4,April2023
2023-04-10,Eat in,daily,1,Week 3,April2023
2023-04-11,Eat in,daily,1,Week 3,April2023
2023-04-12,Eat in,daily,0,Week 3,April2023
2023-04-13,Eat in,daily,0,Week 3,April2023
2023-04-14,Eat in,daily,1,Week 3,April2023
2023-04-15,Eat in,daily,1,Week 3,April2023
